EventNo	x	y	yReversed	Player	Type	x_m	y_m	DistanceFromBall	Speed (m/s)	TimeToBall (s)	Man in Possession	Pressure Lookup	TeamOnBall	Oppositoin xPressure	Count	Team	Position	Notes	Prior x (m)	Prior y (m)	Distance (m)	Speed (m/s)	Direction	Data Complete?
7	46.4	16.1	83.9	Roberto Firmino	Liverpool	48.8	10.9	22.5	3.7	3.7	0	0.000	0	0.000	4	Liverpol	AMR		47.3	10.2	1.7	#ARG!		1
7	48.8	55.5	44.5	Emre Can	Liverpool	51.2	37.8	28.8	3.7	4.6	0	0.000	0	0.000	5	Liverpol	CML		49.9	37.9	1.3	#ARG!		1
7	50.9	39.5	60.5	Lucas Leiva	Liverpool	53.4	26.8	26.0	3.7	4.2	0	0.000	0	0.000	6	Liverpol	CM		53.8	25.9	1.0	#ARG!		1
7	55.7	17.6	82.4	Nathaniel Clyne	Liverpool	58.5	12.0	31.3	3.7	4.9	0	0.000	0	0.000	7	Liverpol	RB		58.9	14.9	2.9	#ARG!		1
7	58.8	36.6	63.4	Martin Skrtel	Liverpool	61.7	24.9	33.7	3.7	5.3	0	0.000	0	0.000	8	Liverpol	CBR		61.3	26.5	1.7	#ARG!		1
7	59.3	52.1	47.9	Dejan Lovren	Liverpool	62.3	35.4	37.2	3.7	5.8	0	0.000	0	0.000	9	Liverpol	CBL		61.3	35.6	1.0	#ARG!		1
7	58.2	71.3	28.7	Joseph Gomez	Liverpool	61.1	48.5	43.3	3.7	6.7	0	0.000	0	0.000	10	Liverpol	LB		60.8	47.6	1.0	#ARG!		1
7	86.6	47.9	52.1	Simon Mignolet	Liverpool	90.9	32.6	63.8	3.7	9.6	0	0.000	0	0.000	11	Liverpol	GK		93.0	33.8	2.4	#ARG!		1
8	43.4	3.2	96.8	Ball	Ball	45.6	2.1								1				28.3	20.2	25.0	#ARG!		1
8	43.9	3.2	96.8	Nacho Monreal	Arsenal	46.1	2.1	0.6	3.7	0.2	1	0.500	1	0.000	1	Arsenal	LB		45.9	4.5	2.3	#ARG!		1
8	41.4	21.1	78.9	Francis Coquelin	Arsenal	43.5	14.3	12.3	3.7	2.2	0	0.000	1	0.000	2	Arsenal	CMR		45.0	23.3	9.1	#ARG!		1
8	34.1	11.6	88.4	Gabriel	Arsenal	35.8	7.9	11.3	3.7	2.1	0	0.000	1	0.000	3	Arsenal	CBL		27.6	20.4	15.0	#ARG!		1
8	52.5	15.8	84.2	Alexis Sánchez	Arsenal	55.1	10.7	12.9	3.7	2.3	0	0.000	1	0.000	4	Arsenal	AML		57.4	15.0	4.8	#ARG!		1
8	37.1	45.5	54.5	Santiago Cazorla	Arsenal	39.0	31.0	29.5	3.7	4.7	0	0.000	1	0.000	5	Arsenal	CML		43.9	32.9	5.3	#ARG!		1
8	27.9	50.3	49.7	Calum Chambers	Arsenal	29.3	34.2	35.9	3.7	5.6	0	0.000	1	0.000	6	Arsenal	CBR		27.0	37.4	3.9	#ARG!		1
8	35.9	80.0	20.0	Héctor Bellerín	Arsenal	37.7	54.4	52.8	3.7	8.0	0	0.000	1	0.000	7	Arsenal	RB		36.4	59.1	4.8	#ARG!		1
8	54.5	43.2	56.8	Mesut Özil	Arsenal	57.2	29.3	29.6	3.7	4.7	0	0.000	1	0.000	8	Arsenal	AMC		57.6	34.0	4.7	#ARG!		1
8	60.5	35.5	64.5	Olivier Giroud	Arsenal	63.6	24.2	28.4	3.7	4.5	0	0.000	1	0.000	9	Arsenal	FWC		65.4	28.8	5.0	#ARG!		1
8	56.1	82.1	17.9	Aaron Ramsey	Arsenal	58.9	55.8	55.3	3.7	8.4	0	0.000	1	0.000	10	Arsenal	AMR		60.9	58.9	3.7	#ARG!		1
8	11.6	49.7	50.3	Petr Cech	Arsenal	12.2	33.8	46.0	3.7	7.0	0	0.000	1	0.000	11	Arsenal	GK		13.7	32.7	1.8	#ARG!		1
8	45.4	3.2	96.8	Roberto Firmino	Liverpool	47.6	2.1	2.1	3.7	0.6	0	0.300	0	0.300	1	Liverpol	AMR		48.8	10.9	8.8	#ARG!		1
8	44.6	17.9	82.1	James Milner	Liverpool	46.9	12.2	10.1	3.7	1.9	0	0.013	0	0.013	2	Liverpol	CMR		43.9	23.1	11.3	#ARG!		1
8	35.4	18.2	81.8	Christian Benteke	Liverpool	37.1	12.3	13.2	3.7	2.4	0	0.000	0	0.000	3	Liverpol	FWC		30.8	23.6	13.0	#ARG!		1
8	44.8	40.8	59.2	Emre Can	Liverpool	47.1	27.7	25.6	3.7	4.1	0	0.000	0	0.000	4	Liverpol	CML		51.2	37.8	10.8	#ARG!		1
8	42.9	60.0	40.0	Philippe Coutinho	Liverpool	45.0	40.8	38.7	3.7	6.0	0	0.000	0	0.000	5	Liverpol	AML		45.0	47.2	6.4	#ARG!		1
8	51.8	25.3	74.7	Lucas Leiva	Liverpool	54.4	17.2	17.4	3.7	3.0	0	0.000	0	0.000	6	Liverpol	CM		53.4	26.8	9.7	#ARG!		1
8	58.2	10.3	89.7	Nathaniel Clyne	Liverpool	61.1	7.0	16.3	3.7	2.8	0	0.000	0	0.000	7	Liverpol	RB		58.5	12.0	5.7	#ARG!		1
8	60.0	27.1	72.9	Martin Skrtel	Liverpool	63.0	18.4	23.9	3.7	3.9	0	0.000	0	0.000	8	Liverpol	CBR		61.7	24.9	6.6	#ARG!		1
8	60.5	42.9	57.1	Dejan Lovren	Liverpool	63.6	29.2	32.5	3.7	5.1	0	0.000	0	0.000	9	Liverpol	CBL		62.3	35.4	6.4	#ARG!		1
8	59.6	61.1	38.9	Joseph Gomez	Liverpool	62.6	41.5	42.9	3.7	6.6	0	0.000	0	0.000	10	Liverpol	LB		61.1	48.5	7.1	#ARG!		1
8	88.2	49.7	50.3	Simon Mignolet	Liverpool	92.6	33.8	56.7	3.7	8.6	0	0.000	0	0.000	11	Liverpol	GK		90.9	32.6	2.1	#ARG!		1
9	42.7	0.8	99.2	Ball	Ball	44.8	0.5								1				45.6	2.1	1.8	#ARG!		1
9	43.4	0.8	99.2	Nacho Monreal	Arsenal	45.6	0.5	0.8	3.7	0.2	1	0.500	1	0.000	1	Arsenal	LB		46.1	2.1	1.7	#ARG!		1
9	32.1	12.9	87.1	Gabriel	Arsenal	33.7	8.8	13.8	3.7	2.4	0	0.000	1	0.000	2	Arsenal	CBL		35.8	7.9	2.2	#ARG!		1
9	41.1	19.7	80.3	Francis Coquelin	Arsenal	43.1	13.4	13.0	3.7	2.3	0	0.000	1	0.000	3	Arsenal	CMR		43.5	14.3	1.0	#ARG!		1
9	37.5	42.4	57.6	Santiago Cazorla	Arsenal	39.4	28.8	28.8	3.7	4.6	0	0.000	1	0.000	4	Arsenal	CML		39.0	31.0	2.2	#ARG!		1
9	27.7	47.9	52.1	Calum Chambers	Arsenal	29.1	32.6	35.7	3.7	5.6	0	0.000	1	0.000	5	Arsenal	CBR		29.3	34.2	1.6	#ARG!		1
9	35.9	75.5	24.5	Héctor Bellerín	Arsenal	37.7	51.4	51.3	3.7	7.8	0	0.000	1	0.000	6	Arsenal	RB		37.7	54.4	3.0	#ARG!		1
9	53.0	9.7	90.3	Alexis Sánchez	Arsenal	55.7	6.6	12.5	3.7	2.3	0	0.000	1	0.000	7	Arsenal	AML		55.1	10.7	4.2	#ARG!		1
9	54.5	44.7	55.3	Mesut Özil	Arsenal	57.2	30.4	32.3	3.7	5.1	0	0.000	1	0.000	8	Arsenal	AMC		57.2	29.3	1.1	#ARG!		1
9	60.4	35.5	64.5	Olivier Giroud	Arsenal	63.4	24.2	30.0	3.7	4.8	0	0.000	1	0.000	9	Arsenal	FWC		63.6	24.2	0.2	#ARG!		1
9	57.5	80.0	20.0	Aaron Ramsey	Arsenal	60.4	54.4	56.1	3.7	8.5	0	0.000	1	0.000	10	Arsenal			58.9	55.8	2.1	#ARG!		1
9	13.2	48.4	51.6	Petr Cech	Arsenal	13.9	32.9	44.8	3.7	6.9	0	0.000	1	0.000	11	Arsenal	GK	GK Not in View	12.2	33.8	1.9	#ARG!		1
9	32.3	16.1	83.9	Christian Benteke	Liverpool	33.9	10.9	15.0	3.7	2.6	0	0.000	0	0.000	1	Liverpol	FWC		37.1	12.3	3.5	#ARG!		1
9	41.6	55.3	44.7	Philippe Coutinho	Liverpool	43.7	37.6	37.1	3.7	5.8	0	0.000	0	0.000	2	Liverpol	AML		45.0	40.8	3.5	#ARG!		1
9	45.2	39.2	60.8	Emre Can	Liverpool	47.4	26.7	26.3	3.7	4.2	0	0.000	0	0.000	3	Liverpol	CML		47.1	27.7	1.1	#ARG!		1
9	44.3	16.3	83.7	James Milner	Liverpool	46.5	11.1	10.7	3.7	2.0	0	0.013	0	0.013	4	Liverpol	CMR		46.9	12.2	1.1	#ARG!		1
9	46.1	3.7	96.3	Roberto Firmino	Liverpool	48.4	2.5	4.1	3.7	1.1	0	0.100	0	0.100	5	Liverpol	AMR		47.6	2.1	0.8	#ARG!		1
9	51.8	17.4	82.6	Lucas Leiva	Liverpool	54.4	11.8	14.8	3.7	2.6	0	0.000	0	0.000	6	Liverpol	CM		54.4	17.2	5.4	#ARG!		1
9	58.2	5.3	94.7	Nathaniel Clyne	Liverpool	61.1	3.6	16.6	3.7	2.8	0	0.000	0	0.000	7	Liverpol	RB		61.1	7.0	3.4	#ARG!		1
9	59.6	27.4	72.6	Martin Skrtel	Liverpool	62.6	18.6	25.4	3.7	4.1	0	0.000	0	0.000	8	Liverpol	CBR		63.0	18.4	0.4	#ARG!		1
9	60.5	40.3	59.7	Dejan Lovren	Liverpool	63.6	27.4	32.7	3.7	5.1	0	0.000	0	0.000	9	Liverpol	CBL		63.6	29.2	1.8	#ARG!		1
9	59.8	58.4	41.6	Joseph Gomez	Liverpool	62.8	39.7	43.1	3.7	6.6	0	0.000	0	0.000	10	Liverpol	LB		62.6	41.5	1.8	#ARG!		1
9	86.4	48.4	51.6	Simon Mignolet	Liverpool	90.8	32.9	56.2	3.7	8.5	0	0.000	0	0.000	11	Liverpol	GK	GK Not in View	92.6	33.8	2.1	#ARG!		1
10	20.5	2.1	97.9	Ball	Ball	21.6	1.4								1				44.8	0.5	23.3	#ARG!		1
10	21.4	1.3	98.7	Gabriel	Arsenal	22.5	0.9	1.1	3.7	0.3	1	0.400	1	0.000	1	Arsenal	CBL		33.7	8.8	13.7	#ARG!		1
10	33.0	5.5	94.5	Nacho Monreal	Arsenal	34.7	3.8	13.3	3.7	2.4	0	0.000	1	0.000	2	Arsenal	LB		45.6	0.5	11.3	#ARG!		1
10	36.1	10.0	90.0	Francis Coquelin	Arsenal	37.9	6.8	17.2	3.7	2.9	0	0.000	1	0.000	3	Arsenal	CMR		43.1	13.4	8.4	#ARG!		1
10	20.7	37.1	62.9	Calum Chambers	Arsenal	21.7	25.2	23.8	3.7	3.9	0	0.000	1	0.000	4	Arsenal	CBR		29.1	32.6	10.4	#ARG!		1
10	49.8	4.7	95.3	Alexis Sánchez	Arsenal	52.3	3.2	30.8	3.7	4.9	0	0.000	1	0.000	5	Arsenal	AML		55.7	6.6	4.8	#ARG!		1
10	33.2	23.4	76.6	Santiago Cazorla	Arsenal	34.9	15.9	19.7	3.7	3.3	0	0.000	1	0.000	6	Arsenal	CML		39.4	28.8	13.6	#ARG!		1
10	34.6	73.2	26.8	Héctor Bellerín	Arsenal	36.4	49.7	50.5	3.7	7.7	0	0.000	1	0.000	7	Arsenal	RB		37.7	51.4	2.1	#ARG!		1
10	53.4	40.5	59.5	Mesut Özil	Arsenal	56.1	27.6	43.3	3.7	6.7	0	0.000	1	0.000	8	Arsenal	AMC		57.2	30.4	3.1	#ARG!		1
10	58.9	31.3	68.7	Olivier Giroud	Arsenal	61.9	21.3	44.9	3.7	6.9	0	0.000	1	0.000	9	Arsenal	FWC		63.4	24.2	3.2	#ARG!		1
10	55.7	81.6	18.4	Aaron Ramsey	Arsenal	58.5	55.5	65.5	3.7	9.8	0	0.000	1	0.000	10	Arsenal	AMR		60.4	54.4	2.2	#ARG!		1
10	6.1	39.7	60.3	Petr Cech	Arsenal	6.4	27.0	29.8	3.7	4.7	0	0.000	1	0.000	11	Arsenal	GK	GK Not in View	13.9	32.9	9.5	#ARG!		1
10	23.0	2.1	97.9	Christian Benteke	Liverpool	24.2	1.4	2.6	3.7	0.7	0	0.300	0	0.300	1	Liverpol	FWC		33.9	10.9	13.6	#ARG!		1
10	28.9	30.0	70.0	Philippe Coutinho	Liverpool	30.4	20.4	20.9	3.7	3.5	0	0.000	0	0.000	2	Liverpol	AML		43.7	37.6	21.7	#ARG!		1
10	35.5	6.3	93.7	Roberto Firmino	Liverpool	37.3	4.3	16.0	3.7	2.8	0	0.000	0	0.000	3	Liverpol	AMR		48.4	2.5	11.2	#ARG!		1
10	40.4	9.5	90.5	James Milner	Liverpool	42.4	6.4	21.4	3.7	3.5	0	0.000	0	0.000	4	Liverpol	CMR		46.5	11.1	6.2	#ARG!		1
10	38.8	30.5	69.5	Emre Can	Liverpool	40.7	20.8	27.2	3.7	4.4	0	0.000	0	0.000	5	Liverpol	CML		47.4	26.7	9.0	#ARG!		1
10	47.7	23.4	76.6	Lucas Leiva	Liverpool	50.1	15.9	32.0	3.7	5.0	0	0.000	0	0.000	6	Liverpol	CM		54.4	11.8	6.0	#ARG!		1
10	51.3	4.5	95.5	Nathaniel Clyne	Liverpool	53.8	3.0	32.3	3.7	5.1	0	0.000	0	0.000	7	Liverpol	RB		61.1	3.6	7.3	#ARG!		1
10	52.1	40.8	59.2	Dejan Lovren	Liverpool	54.7	27.7	42.3	3.7	6.5	0	0.000	0	0.000	8	Liverpol	CBL		63.6	27.4	8.8	#ARG!		1
10	55.7	25.8	74.2	Martin Skrtel	Liverpool	58.5	17.5	40.3	3.7	6.2	0	0.000	0	0.000	9	Liverpol	CBR		62.6	18.6	4.3	#ARG!		1
10	55.5	60.0	40.0	Joseph Gomez	Liverpool	58.3	40.8	53.9	3.7	8.2	0	0.000	0	0.000	10	Liverpol	LB		62.8	39.7	4.6	#ARG!		1
10	86.4	48.7	51.3	Simon Mignolet	Liverpool	90.8	33.1	76.1	3.7	11.3	0	0.000	0	0.000	11	Liverpol	GK	GK Not in View	90.8	32.9	0.2	#ARG!		1
11	5.7	35.0	65.0	Ball	Ball	6.0	23.8	33.5		5.8		0.000		0.000	1				21.6	1.4	27.2	#ARG!		1
11	5.0	35.3	64.7	Petr Cech	Arsenal	5.3	24.0	0.8	3.7	0.2	1	0.500	1	0.000	1	Arsenal	GK		6.4	27.0	3.2	#ARG!		1
11	13.2	8.4	91.6	Gabriel	Arsenal	13.9	5.7	19.7	3.7	3.3	0	0.000	1	0.000	2	Arsenal	CBL		22.5	0.9	9.9	#ARG!		1
11	13.0	53.9	46.1	Calum Chambers	Arsenal	13.7	36.7	15.0	3.7	2.6	0	0.000	1	0.000	3	Arsenal	CBR		21.7	25.2	14.0	#ARG!		1
11	29.5	77.9	22.1	Héctor Bellerín	Arsenal	30.9	53.0	38.4	3.7	6.0	0	0.000	1	0.000	4	Arsenal	RB		36.4	49.7	6.3	#ARG!		1
11	27.3	38.4	61.6	Santiago Cazorla	Arsenal	28.7	26.1	22.8	3.7	3.7	0	0.000	1	0.000	5	Arsenal	CML		34.9	15.9	11.9	#ARG!		1
11	28.2	3.9	96.1	Nacho Monreal	Arsenal	29.6	2.7	31.7	3.7	5.0	0	0.000	1	0.000	6	Arsenal	LB		34.7	3.8	5.2	#ARG!		1
11	33.2	16.1	83.9	Francis Coquelin	Arsenal	34.9	10.9	31.6	3.7	5.0	0	0.000	1	0.000	7	Arsenal	CMR		37.9	6.8	5.1	#ARG!		1
11	49.1	5.3	94.7	Alexis Sánchez	Arsenal	51.6	3.6	49.8	3.7	7.6	0	0.000	1	0.000	8	Arsenal	AML		52.3	3.2	0.8	#ARG!		1
11	53.4	33.4	66.6	Olivier Giroud	Arsenal	56.1	22.7	50.1	3.7	7.6	0	0.000	1	0.000	9	Arsenal	FWC		61.9	21.3	6.0	#ARG!		1
11	51.8	40.3	59.7	Mesut Özil	Arsenal	54.4	27.4	48.5	3.7	7.4	0	0.000	1	0.000	10	Arsenal	AMC		56.1	27.6	1.7	#ARG!		1
11	54.1	89.7	10.3	Aaron Ramsey	Arsenal	56.8	61.0	63.0	3.7	9.5	0	0.000	1	0.000	11	Arsenal	AMR		58.5	55.5	5.8	#ARG!		1
11	17.3	46.1	53.9	Philippe Coutinho	Liverpool	18.2	31.3	14.3	3.7	2.5	0	0.000	0	0.000	1	Liverpol	AML		30.4	20.4	16.4	#ARG!		1
11	12.5	17.1	82.9	Christian Benteke	Liverpool	13.1	11.6	14.1	3.7	2.5	0	0.000	0	0.000	2	Liverpol	FWC		24.2	1.4	15.0	#ARG!		1
11	31.3	7.6	92.4	Roberto Firmino	Liverpool	32.8	5.2	32.6	3.7	5.1	0	0.000	0	0.000	3	Liverpol	AMR		37.3	4.3	4.6	#ARG!		1
11	39.3	15.0	85.0	James Milner	Liverpool	41.3	10.2	37.8	3.7	5.9	0	0.000	0	0.000	4	Liverpol	CMR		42.4	6.4	3.9	#ARG!		1
11	34.6	48.9	51.1	Emre Can	Liverpool	36.4	33.3	31.8	3.7	5.0	0	0.000	0	0.000	5	Liverpol	CML		40.7	20.8	13.2	#ARG!		1
11	50.5	4.7	95.3	Nathaniel Clyne	Liverpool	53.1	3.2	51.4	3.7	7.8	0	0.000	0	0.000	6	Liverpol	RB		53.8	3.0	0.8	#ARG!		1
11	51.6	24.5	75.5	Martin Skrtel	Liverpool	54.2	16.6	48.7	3.7	7.4	0	0.000	0	0.000	7	Liverpol	CBR		58.5	17.5	4.4	#ARG!		1
11	45.4	35.3	64.7	Lucas Leiva	Liverpool	47.6	24.0	41.6	3.7	6.4	0	0.000	0	0.000	8	Liverpol	CM		50.1	15.9	8.4	#ARG!		1
11	50.5	43.2	56.8	Dejan Lovren	Liverpool	53.1	29.3	47.4	3.7	7.2	0	0.000	0	0.000	9	Liverpol	CBL		54.7	27.7	2.3	#ARG!		1
11	51.8	64.5	35.5	Joseph Gomez	Liverpool	54.4	43.8	52.4	3.7	8.0	0	0.000	0	0.000	10	Liverpol	LB		58.3	40.8	5.0	#ARG!		1
11	86.3	48.2	51.8	Simon Mignolet	Liverpool	90.6	32.7	85.0	3.7	12.6	0	0.000	0	0.000	11	Liverpol	GK	GK Not in View	90.8	33.1	0.4	#ARG!		1
12	48.8	54.5	45.5	Ball	Ball	51.2	37.0	26.6		4.8		0.000		0.000	1				6.0	23.8	47.1	#ARG!		1
12	48.9	54.2	45.8	Dejan Lovren	Liverpool	51.4	36.9	0.3	3.7	0.1	1	0.500	1	0.000	1	Liverpol	CBL		53.1	29.3	7.7	#ARG!		1
12	49.1	44.7	55.3	Lucas Leiva	Liverpool	51.6	30.4	6.6	3.7	1.4	0	0.050	1	0.000	2	Liverpol	CM		47.6	24.0	7.6	#ARG!		1
12	53.6	6.3	93.7	Nathaniel Clyne	Liverpool	56.2	4.3	33.1	3.7	5.2	0	0.000	1	0.000	3	Liverpol	RB		53.1	3.2	3.4	#ARG!		1
12	55.5	37.4	62.6	Martin Skrtel	Liverpool	58.3	25.4	13.6	3.7	2.4	0	0.000	1	0.000	4	Liverpol	CBR		54.2	16.6	9.7	#ARG!		1
12	58.4	62.6	37.4	Joseph Gomez	Liverpool	61.3	42.6	11.5	3.7	2.1	0	0.000	1	0.000	5	Liverpol	LB		54.4	43.8	7.0	#ARG!		1
12	40.0	64.2	35.8	Emre Can	Liverpool	42.0	43.7	11.3	3.7	2.1	0	0.000	1	0.000	6	Liverpol	CML		36.4	33.3	11.8	#ARG!		1
12	38.6	27.6	72.4	James Milner	Liverpool	40.5	18.8	21.2	3.7	3.5	0	0.000	1	0.000	7	Liverpol	CMR		41.3	10.2	8.6	#ARG!		1
12	32.7	16.3	83.7	Roberto Firmino	Liverpool	34.3	11.1	31.0	3.7	4.9	0	0.000	1	0.000	8	Liverpol	AMR		32.8	5.2	6.1	#ARG!		1
12	17.0	23.4	76.6	Christian Benteke	Liverpool	17.8	15.9	39.5	3.7	6.1	0	0.000	1	0.000	9	Liverpol	FWC		13.1	11.6	6.4	#ARG!		1
12	23.4	53.4	46.6	Philippe Coutinho	Liverpool	24.6	36.3	26.6	3.7	4.3	0	0.000	1	0.000	10	Liverpol	AML		18.2	31.3	8.1	#ARG!		1
12	86.8	48.2	51.8	Simon Mignolet	Liverpool	91.1	32.7	40.2	3.7	6.2	0	0.000	1	0.000	11	Liverpol	GK	GK Not in View	90.6	32.7	0.6	#ARG!		1
12	45.5	48.4	51.6	Mesut Özil	Arsenal	47.8	32.9	5.3	3.7	1.2	0	0.100	0	0.100	1	Arsenal	AMC		54.4	27.4	8.6	#ARG!		1
12	50.9	8.7	91.3	Alexis Sánchez	Arsenal	53.4	5.9	31.2	3.7	4.9	0	0.000	0	0.000	2	Arsenal	AML		51.6	3.6	3.0	#ARG!		1
12	53.0	41.3	58.7	Olivier Giroud	Arsenal	55.7	28.1	10.0	3.7	1.9	0	0.013	0	0.013	3	Arsenal	FWC		56.1	22.7	5.4	#ARG!		1
12	53.2	85.3	14.7	Aaron Ramsey	Arsenal	55.9	58.0	21.5	3.7	3.5	0	0.000	0	0.000	4	Arsenal	AMR		56.8	61.0	3.2	#ARG!		1
12	35.4	78.9	21.1	Héctor Bellerín	Arsenal	37.1	53.7	21.8	3.7	3.6	0	0.000	0	0.000	5	Arsenal	RB		30.9	53.0	6.2	#ARG!		1
12	33.0	55.3	44.7	Santiago Cazorla	Arsenal	34.7	37.6	16.5	3.7	2.8	0	0.000	0	0.000	6	Arsenal	CML		28.7	26.1	12.9	#ARG!		1
12	33.0	30.3	69.7	Francis Coquelin	Arsenal	34.7	20.6	23.3	3.7	3.8	0	0.000	0	0.000	7	Arsenal	CMR		34.9	10.9	9.7	#ARG!		1
12	29.3	11.1	88.9	Nacho Monreal	Arsenal	30.8	7.5	35.9	3.7	5.6	0	0.000	0	0.000	8	Arsenal	LB		29.6	2.7	5.0	#ARG!		1
12	20.2	16.8	83.2	Gabriel	Arsenal	21.2	11.5	39.4	3.7	6.1	0	0.000	0	0.000	9	Arsenal	CBL		13.9	5.7	9.3	#ARG!		1
12	18.6	60.3	39.7	Calum Chambers	Arsenal	19.5	41.0	31.9	3.7	5.0	0	0.000	0	0.000	10	Arsenal	CBR		13.7	36.7	7.2	#ARG!		1
12	5.4	45.5	54.5	Petr Cech	Arsenal	5.6	31.0	46.0	3.7	7.0	0	0.000	0	0.000	11	Arsenal	GK	GK Not in View	5.3	24.0	7.0	#ARG!		1
13	40.9	61.3	38.7	Ball	Ball	42.9	41.7								1				51.2	37.0	9.5	#ARG!		1
13	40.4	61.1	38.9	Emre Can	Liverpool	42.4	41.5	0.6	3.7	0.2	1	0.500	1	0.000	1	Liverpol	CML		42.0	43.7	2.2	#ARG!		1
13	48.6	50.8	49.2	Lucas Leiva	Liverpool	51.0	34.5	10.8	3.7	2.0	0	0.000	1	0.000	2	Liverpol	CM		51.6	30.4	4.2	#ARG!		1
13	50.5	60.5	39.5	Dejan Lovren	Liverpool	53.1	41.2	10.1	3.7	1.9	0	0.013	1	0.000	3	Liverpol	CBL		51.4	36.9	4.6	#ARG!		1
13	40.5	38.7	61.3	James Milner	Liverpool	42.6	26.3	15.4	3.7	2.7	0	0.000	1	0.000	4	Liverpol	CMR		40.5	18.8	7.8	#ARG!		1
13	35.4	24.5	75.5	Roberto Firmino	Liverpool	37.1	16.6	25.7	3.7	4.1	0	0.000	1	0.000	5	Liverpol	AMR		34.3	11.1	6.2	#ARG!		1
13	22.0	30.5	69.5	Christian Benteke	Liverpool	23.1	20.8	28.9	3.7	4.6	0	0.000	1	0.000	6	Liverpol	FWC		17.8	15.9	7.1	#ARG!		1
13	30.4	62.1	37.9	Philippe Coutinho	Liverpool	31.9	42.2	11.1	3.7	2.1	0	0.000	1	0.000	7	Liverpol	AML		24.6	36.3	9.4	#ARG!		1
13	54.5	9.2	90.8	Nathaniel Clyne	Liverpool	57.2	6.3	38.2	3.7	5.9	0	0.000	1	0.000	8	Liverpol	RB		56.2	4.3	2.2	#ARG!		1
13	56.3	44.2	55.8	Martin Skrtel	Liverpool	59.1	30.1	19.9	3.7	3.3	0	0.000	1	0.000	9	Liverpol	CBR		58.3	25.4	4.7	#ARG!		1
13	54.6	80.3	19.7	Joseph Gomez	Liverpool	57.4	54.6	19.4	3.7	3.2	0	0.000	1	0.000	10	Liverpol	LB		61.3	42.6	12.6	#ARG!		1
13	86.4	48.4	51.6	Simon Mignolet	Liverpool	90.8	32.9	48.6	3.7	7.4	0	0.000	1	0.000	11	Liverpol	GK	GK Not in View	91.1	32.7	0.4	#ARG!		1
13	50.5	7.9	92.1	Alexis Sánchez	Arsenal	53.1	5.4	37.7	3.7	5.9	0	0.000	0	0.000	1	Arsenal	AML		53.4	5.9	0.7	#ARG!		1
13	51.3	52.1	47.9	Olivier Giroud	Arsenal	53.8	35.4	12.5	3.7	2.3	0	0.000	0	0.000	2	Arsenal	FWC		55.7	28.1	7.6	#ARG!		1
13	47.3	84.7	15.3	Aaron Ramsey	Arsenal	49.7	57.6	17.3	3.7	2.9	0	0.000	0	0.000	3	Arsenal	AMR		55.9	58.0	6.2	#ARG!		1
13	44.1	58.2	41.8	Mesut Özil	Arsenal	46.3	39.5	4.0	3.7	1.0	0	0.100	0	0.100	4	Arsenal	AMC		47.8	32.9	6.8	#ARG!		1
13	38.4	44.7	55.3	Francis Coquelin	Arsenal	40.3	30.4	11.6	3.7	2.1	0	0.000	0	0.000	5	Arsenal	CMR		34.7	20.6	11.3	#ARG!		1
13	37.3	53.4	46.6	Santiago Cazorla	Arsenal	39.2	36.3	6.5	3.7	1.4	0	0.050	0	0.050	6	Arsenal	CML		34.7	37.6	4.7	#ARG!		1
13	35.5	72.6	27.4	Héctor Bellerín	Arsenal	37.3	49.4	9.5	3.7	1.8	0	0.013	0	0.013	7	Arsenal	RB		37.1	53.7	4.3	#ARG!		1
13	26.6	65.8	34.2	Calum Chambers	Arsenal	27.9	44.7	15.3	3.7	2.7	0	0.000	0	0.000	8	Arsenal	CBR		19.5	41.0	9.2	#ARG!		1
13	30.9	21.6	78.4	Nacho Monreal	Arsenal	32.4	14.7	29.0	3.7	4.6	0	0.000	0	0.000	9	Arsenal	LB		30.8	7.5	7.4	#ARG!		1
13	28.4	31.6	68.4	Gabriel	Arsenal	29.8	21.5	24.1	3.7	3.9	0	0.000	0	0.000	10	Arsenal	CBL		21.2	11.5	13.2	#ARG!		1
13	6.3	49.5	50.5	Petr Cech	Arsenal	6.6	33.6	37.3	3.7	5.8	0	0.000	0	0.000	11	Arsenal	GK	GK Not in View	5.6	31.0	2.8	#ARG!		1
14	53.2	67.4	32.6	Ball	Ball	55.9	45.8								1				42.9	41.7	13.6	#ARG!		1
14	53.6	67.1	32.9	Dejan Lovren	Liverpool	56.2	45.6	0.4	3.7	0.1	1	0.500	1	0.000	1	Liverpol	CBL		53.1	41.2	5.5	#ARG!		1
14	52.3	79.2	20.8	Joseph Gomez	Liverpool	54.9	53.9	8.1	3.7	1.6	0	0.025	1	0.000	2	Liverpol	LB		57.4	54.6	2.5	#ARG!		1
14	50.5	53.9	46.1	Lucas Leiva	Liverpool	53.1	36.7	9.5	3.7	1.8	0	0.013	1	0.000	3	Liverpol	CM		51.0	34.5	3.0	#ARG!		1
14	57.7	48.7	51.3	Martin Skrtel	Liverpool	60.6	33.1	13.5	3.7	2.4	0	0.000	1	0.000	4	Liverpol	CBR		59.1	30.1	3.4	#ARG!		1
14	54.1	8.9	91.1	Nathaniel Clyne	Liverpool	56.8	6.1	39.7	3.7	6.1	0	0.000	1	0.000	5	Liverpol	RB		57.2	6.3	0.4	#ARG!		1
